line	rule	ja	current_zhCN	confidence	reason	old_cn_arm64_occurrences	old_cn_armv7_occurrences
210	exact	クエスト結果データの確認に失敗しました。	关卡结果数据确认失败。	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
211	exact	リプレイ再生の終了	回放播放结束	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
212	exact	コンテニューに失敗しました。	续关失败。	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
213	exact	予期せぬエラーが発生しました。	发生了意外错误。	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
214	exact	ターン有効	回合内有效	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
215	exact	スキル使用	使用技能	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
216	exact	フィールド効果	场地效果	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
217	exact	ステータス変化	状态变化	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
218	exact	残ターン ∞	剩余回合 ∞	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
219	exact	残ターン	剩余回合	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
220	exact	ディスク·スキル	圆盘·技能	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
221	exact	※スキル長押しで詳細を表示	※长按技能显示详情	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
222	exact	"JCリプレイバージョンが古いため再生できません。
クエストリプレイを中断します。"	"JC回放版本过旧，无法播放。
将中断关卡回放。"	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
223	exact	キャンセル	取消	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
224	exact	全バトルON	全部战斗ON	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
225	exact	ボス戦時のみON	仅BOSS战时ON	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
226	exact	全バトルOFF	全部战斗OFF	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
227	exact	ミッション内容	任务内容	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
228	exact	本当にリタイアしますか?	确定要撤退吗？	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
229	exact	ヘルプ	帮助	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
230	exact	オート設定	自动设置	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
231	exact	リタイア	放弃	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
232	exact	"獲得したEXP·カースチップ(CC)·宝箱は
入手できなくなります"	"已获得的EXP·诅咒晶片(CC)·宝箱
将无法获得"	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
233	exact	エラーコード：	错误代码：	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
234	exact	ネットワーク接続に失敗しました。	网络连接失败。	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
235	exact	クエスト再開	继续关卡	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
236	exact	"進行中のクエストを再開しますか？
再開しない場合、APのみ消費されます。"	"要继续进行中的关卡吗？
不继续将只消耗AP。"	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
237	exact	再開する	继续	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
238	exact	再開しない	不继续	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
239	exact	ストーリー中断	中断剧情	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
240	exact	"ストーリーの鑑賞を中断しますか？
次回、中断したシーンから再開できます。
※既に中断データがある場合、上書きされます。"	"要中断剧情观赏吗？
下次可从中断的场景继续。
※如已有中断数据，将被覆盖。"	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
241	exact	スキップ確認	跳过确认	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
242	exact	"次の選択肢までスキップします。
よろしいですか？"	"将跳过至下一个选项。
确定吗？"	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
243	exact	／8文字	／8个字符	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
244	exact	発動可能	可发动	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
245	exact	戦闘不能中	战斗不能中	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
246	exact	発動不可	不可发动	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
247	exact	準備中	准备中	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
248	exact	状態異常中	异常状态中	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
249	exact	使用禁止	禁止使用	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
250	exact	防御力	防御力	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
251	exact	異常耐性	异常抗性	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
252	exact	Blast弱点	Blast弱点	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
253	exact	水属性攻撃弱点	水属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
254	exact	火属性攻撃弱点	火属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
255	exact	木属性攻撃弱点	木属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
256	exact	光属性攻撃弱点	光属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
257	exact	闇属性攻撃弱点	暗属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
258	exact	無属性攻撃弱点	无属性攻击弱点	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
259	exact	火属性攻撃力	火属性攻击力	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
260	exact	闇属性攻撃力	暗属性攻击力	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
261	exact	光属性攻撃力	光属性攻击力	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
262	exact	水属性攻撃力	水属性攻击力	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
263	exact	木属性攻撃力	木属性攻击力	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
264	exact	再開確認	继续确认	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
265	exact	攻撃力Up	攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
266	exact	防御力Up	防御力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
267	exact	状態異常耐性Up	异常状态抗性UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
268	exact	攻撃力Down	攻击力DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
269	exact	防御力Down	防御力DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
270	exact	状態異常耐性Down	异常状态抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
271	exact	行動不能	无法行动	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
272	exact	HP回復禁止	HP回复禁止	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
273	exact	MP回復禁止	MP回复禁止	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
274	exact	MP回復不能	MP无法回复	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
275	exact	回避無効	回避无效	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
276	exact	HP自動回復	HP自动回复	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
277	exact	防御無視	无视防御	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
278	exact	MP自動回復	MP自动回复	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
279	exact	挑発無視	无视挑衅	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
280	exact	水属性耐性Down	水属性抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
281	exact	光属性耐性Down	光属性抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
282	exact	闇属性耐性Down	暗属性抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
283	exact	状態異常無効	异常状态无效	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
284	exact	火属性攻撃力UP	火属性攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
285	exact	闇属性攻撃力UP	暗属性攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
286	exact	光属性攻撃力UP	光属性攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
287	exact	水属性攻撃力UP	水属性攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
288	exact	木属性攻撃力UP	木属性攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
289	exact	木属性耐性Down	木属性抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
290	exact	瀕死時攻撃力UP	濒死时攻击力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
291	exact	瀕死時防御力UP	濒死时防御力UP	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
292	exact	火属性耐性Down	火属性抗性DOWN	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
293	exact	開始前	开始前	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
294	exact	開始後	开始后	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
295	exact	難易度	难度	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
296	exact	はい	是	exact_authoritative	current_translation_is_complete_c_string_in_both_official_cn_abis	1	1
297	prefix	"ネットワーク接続に失敗しました。再接続しますか？
エラーコード："	"网络连接失败。要重新连接吗？
错误代码："	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
298	prefix	"ネットワーク接続に失敗しました。
エラーコード："	"网络连接失败。
错误代码："	fuzzy_review	current_translation_not_found_as_complete_c_string_in_both_abis	0	0
